filtered_text;date
"Ich sage Ihnen, wer Atomkraft will und behauptet, das sei kein Problem, ist der Erste, der in seinem Bundesland auch eine Suche zulassen muss. Sie wurden von Atomkraftgegnern und Atombefürwortern zusammen erarbeitet. Mit den Atomkraftwerken sichern RWE, Vattenfall und Co. – mit Auswirkungen auf das Klima; aber über eine vernünftige Nutzung der Atomkraft können wir mit Ihnen ja leider nicht reden.";19.10.2006
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) An welchem Tag ist der Antrag des Energiekonzerns Vattenfall auf Strommengenübertragung vom Atomkraftwerk Krümmel auf das AKW Brunsbüttel im Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit eingegangen, und wann wurde der Bundestag offiziell über diesen Antrag in Kenntnis gesetzt? Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche weiteren Anträge auf Strommengenübertragung von Atomkraftwerken liegen dem Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit vor? Abgeordneter Hans-Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Ist die laut Bundesregierung erhöhte Terrorgefahr auch grundsätzlich für Atomkraftwerke gegeben? Abgeordneter Hans-Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Liegen der Bundesregierung konkrete Hinweise für die Terrorgefährdung von Atomkraftwerken vor?;29.06.2007
Auch die Atomkraft bietet keine Lösung der Energieprobleme. Zudem ist Atomkraft viel zu teuer. Wirksamer und wirtschaftlicher Klimaschutz ist daher nur ohne Atomkraft möglich. in der EU neue Impulse zu schaffen gegen Atomkraft, gegen EURATOM und die Gründung eines EU-Vertrages für erneuerbare Energien zu initieren.;04.07.2007
Oktober 2006 III Mündliche Frage 28 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Montagefehler neben Biblis A auch bei anderen Atomkraftwerken, insbesondere beim AKW Philippsburg II und Neckarwestheim I Antwort Astrid Klug, Parl. Mündliche Frage 29 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Gefährdungspotenzial durch falsch montierte Dübel in Atomkraftwerken Antwort Astrid Klug, Parl. Ich rufe die Frage 28 der Kollegin Sylvia Kotting-Uhl auf: Ist der Bundesregierung bekannt, ob neben Biblis A auch andere Atomkraftwerke von falsch montierten Dübeln betroffen sind, insbesondere die AKW Philippsburg II und Neckarwestheim I, und wird die Bundesregierung eine Überprüfung der übrigen Atomkraftwerke veranlassen? Staatssekretärin beim Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit: Verehrte Frau Kollegin Kotting-Uhl, Ihre Frage nach den im Atomkraftwerk Biblis A falsch montierten Dübeln und den möglichen Auswirkungen auf andere Atomkraftwerke beantworte ich wie folgt: Die Bundesregierung hat durch Schreiben des Bundesumweltministeriums vom 17.;25.10.2006
Wie hoch ist der Anteil erneuerbarer Energien am Energiemix des von der DB Energie GmbH erzeugten Stroms und zu welchen Anteilen werden fossile Energieträger und Atomkraft eingesetzt?;25.07.2007
Wissing, Volker (FDP) Entwicklung der Anzahl der jährlichen Störfälle in deutschen Atomkraftwerken seit 1998 sowie Zahl derjenigen Störfälle mit einer ernsthaften Gefahr für Mensch und Umwelt . Volker Wissing (FDP) Wie hat sich die Anzahl der jährlichen Störfälle in deutschen Atomkraftwerken seit 1998 entwickelt, und von wie vielen dieser Störfälle ist eine ernsthafte Gefahr für Mensch und Umwelt ausgegangen?;10.08.2007
Wie hoch ist der Anteil erneuerbarer Energien am Energiemix des von der DB Energie GmbH erzeugten Stroms und zu welchen Anteilen werden fossile Energieträger und Atomkraft eingesetzt?;09.08.2007
die konkrete Planung einer nuklearen Zusammenarbeit mit dem Ziel des Baus eines Atomkraftwerkes in Libyen .;17.08.2007
Wie beurteilt die Bundesregierung die Pläne Russlands, in diesem Zusammenhang auch verstärkt auf Atomkraft zu setzen? Insbesondere: a) Hält die Bundesregierung die Pläne Russlands, bis 2015 zehn neue Atomkraftwerke (AKWs) zu bauen und bis 2030 den Anteil der Kernenergie von 14 auf 25 Prozent zu erhöhen, für überhaupt realistisch sowie für eine wirksame Maßnahme zur Kompensation des Gasdefizits?;17.08.2007
Und, um beim Thema Atomkraft klar Position zu beziehen: Das Ziel der besseren Energieeffizienz ist mit der Nutzung der gefährlichen Atomkraft nicht vereinbar, da hier nur Strom gewonnen werden kann. Mit Atomkraft lassen sich keine Autos fortbewegen und keine Häuser heizen. Abwärme aus Atomkraftwerken bleibt ungenutzt. Atomkraft als Rettung im Klimakampf ins Spiel zu bringen, führt zu nichts. Damit vertrete ich meine eigene persönliche Position und auch die der deutschen Regierung, die den Ausstieg aus der Atomkraft längst begonnen hat.;24.08.2007
Anton Hofreiter, Nicole Maisch, Rainder Steenblock und der Fraktion BÜNDNIS 90/DIE GRÜNEN Sicherheit deutscher Atomkraftwerke sowie Sicherheitskultur der Atomkraftwerksbetreiber Die Vorgänge rund um die Atomkraftwerke Brunsbüttel und Krümmel haben die Sicherheit der deutschen Atomkraftwerke und die Sicherheitskultur des Betreibers Vattenfall erneut erheblich in Frage gestellt. Zählt die Bundesregierung die Atomkraftwerke Brunsbüttel und Krümmel zu den „sichersten Atomkraftwerken der Welt“? Lässt sich nach Auffassung der Bundesregierung eine Klassifizierung von Atomkraftwerken als „die sichersten der Welt“ vornehmen, und wenn ja, auf welcher wissenschaftlichen Grundlage? Wie bewertet die Bundesregierung die Sicherheit der Atomkraftwerke Brunsbüttel und Krümmel im Vergleich zu den neueren deutschen Siedewasserreaktoren der Baulinie 72 und zu den Druckwasserreaktoren der sogenannten dritten und vierten Generation? Teilt die Bundesregierung die Auffassung, dass Vattenfall nicht geeignet sei, Atomkraftwerke zu betreiben? Juni 2007 in der Lage, Atomkraftwerke sicher zu betreiben? Ist aus Sicht der Bundesregierung Vattenfall derzeit in der Lage, Atomkraftwerke sicher zu betreiben, und wenn ja, gilt dies auch für die Beherrschung von Krisensituationen wie umfassenden Störfällen, Sabotageakten oder Angriffen auf die Kraftwerke? Beabsichtigt die Bundesregierung die Beweislast dahingehend umzukehren, dass die Atomkraftwerksbetreiber die Sicherheit ihrer Anlagen und eine ausreichende Sicherheitskultur sowie Fachkunde nachweisen müssen? Was hat die Bundesregierung unternommen und will sie unternehmen, um die Zuverlässigkeit und Fachkunde Vattenfalls als Betreiber von Atomkraftwerken sicherzustellen? Berücksichtigt die Bundesregierung dabei auch den internen Bericht Vattenfalls zum Atomkraftwerk (AKW) Forsmark? Welche Untersuchungsberichte der schwedischen Atomaufsichtsbehörde SKI zu den Störfällen in schwedischen Atomkraftwerken im Allgemeinen und Forsmark im Besonderen hat die deutsche Atomaufsicht ins Deutsche übersetzen lassen, um daraus Erkenntnisse für die deutschen Atomkraftwerke sowie über die Sicherheitskultur der Betreiber zu gewinnen? Konkrete Fragen zum Atomkraftwerk Krümmel 21. Wie viele Personen haben sich zu Beginn des Brandes in der Leitwarte des Atomkraftwerks Krümmel aufgehalten und aus welchem Grund befanden sich diese dort? War aus Sicht der Bundesregierung das Atomkraftwerk Krümmel am 28. Sind alle Alarmsituationen im Atomkraftwerk Krümmel mit allen Mitarbeitern hinreichend trainiert worden? Ist aus Sicht der Bundesregierung das Personal in dem Atomkraftwerk Krümmel ausreichend qualifiziert und trainiert, um das Atomkraftwerk auch in Störfällen beherrschen zu können? Wie bewertet die Bundesregierung die Sicherheitskultur und Fachkunde im Atomkraftwerk Krümmel? Sind am Atomkraftwerk Krümmel Nebelwerfer installiert? Falls ja, welche Parallelen zieht die Bundesregierung zu ähnlichen Vorfällen, im ehemaligen Atomkraftwerk Würgassen? Welche Nutzungsdauer haben die Brennelemente im Atomkraftwerk Krümmel im Vergleich zu anderen deutschen Siedewasserreaktoren? Kann aus Sicht der Bundesregierung die Erhöhung der Anlagenleistung des Atomkraftwerks Krümmel mit dazu beigetragen haben, dass der Transformator überlastet wurde und zu brennen anfing? Welche weiteren Anlagenteile des Atomkraftwerks könnten durch die Erhöhung der Leistung ebenfalls überbeansprucht werden? Ist die Qualität der betreffenden Dübel und deren korrekte Anbringung relevant für die Fähigkeit des Atomkraftwerks Erschütterungen ohne sicherheitsgefährdende Auswirkungen standzuhalten, die zum Beispiel in Folge des Absturzes eines großen Flugzeuges entstehen können? Wozu dient der Schornstein des Atomkraftwerks Krümmel? Juni 2007 im Atomkraftwerk Krümmel vorlagen? Welche Daten hat die Atomkraftwerk-Fernüberwachung direkt an das Kieler Sozialministerium übermittelt? Konkrete Fragen zum Atomkraftwerk Brunsbüttel 68. Setzt sich die Bundesregierung dafür ein, dass das Atomkraftwerk Brunsbüttel abgeschaltet bleibt, bis sämtliche Mängel der Kategorie K2 der Liste offener Punkte beseitigt sind, und falls nein, wieso nicht? Beabsichtigt die Bundesregierung, in der gesamten Atomkraftanlage die Steuerungen der Systeme zu überprüfen und fehlende redundante Absicherungen in der Steuerung bzw. Sind im Atomkraftwerk Brunsbüttel Nebelwerfer installiert? Für wie problematisch hält es die Bundesregierung, dass der kleinvolumige und dünne Sicherheitsbehälter des Atomkraftwerks bei größeren Störfällen durch Überdruck besonders leicht versagen könnte und bei einer Kernschmelze innerhalb von Minuten durchschmelzen würde? Wo genau trat der Kurzschluss auf, hatte er Auswirkungen auf die Stromversorgung des Atomkraftwerks oder hätte er potenziell Auswirkungen haben können? Wie weit ist die Stromversorgung des Atomkraftwerks von der Stelle des Kurzschlusses entfernt? Hätte ein vergleichbarer Kurzschluss auch in der Stromversorgung des Atomkraftwerks auftreten können? Wie bewertet die Bundesregierung die Sicherheitskultur und Fachkunde im Atomkraftwerk Brunsbüttel? Wieso wurden erst über ein halbes Jahr nach Bekanntwerden der gravierenden Mängel der Dübel in den Atomkraftwerken Biblis A und Biblis B die Dübel in Brunsbüttel untersucht? Weitere Fragen zu Atomkraftwerken 113. Für welche Atomkraftwerke liegen Listen offener Mängel vor? Falls ja, was beabsichtigt die Bundesregierung zu tun, um die Atomkraftwerksbetreiber zu veranlassen, diese Listen zu veröffentlichen? Hat die Bundesregierung bereits mit allen Atomkraftwerksbetreibern Gespräche geführt, um diese zu einer freiwilligen Veröffentlichung zu bewegen? Wie schätzt die Bundesregierung die Sicherheit des Containments der Atomkraftwerke Isar-1 und Philippsburg 1 ein? Beabsichtigt die Bundesregierung die gewonnen Erkenntnisse und Maßnahmen, die sich aus den Störfällen rund um Brunsbüttel und Krümmel ergeben haben, auf alle anderen Atomkraftwerke zu übertragen und bei jedem Atomkraftwerk für die Technik sowie für die Schulung der Mitarbeiter Konsequenzen zu ziehen? Wie ist der Stand der Abarbeitungen der einzelnen Mängellisten sämtlicher deutscher Atomkraftwerke – vor allem hinsichtlich der Mängel der Kategorien K1 und K2? In welchen deutschen Atomkraftwerken gab es wann Wasserstoffexplosionen? Wurde nach bekanntgewordenen Wasserstoffexplosionen in deutschen oder ausländischen Atomkraftwerken in allen deutschen Atomkraftwerken Schlussfolgerungen gezogen und im erforderlichen Maße in allen Anlagenbereichen Vorsorge getroffen? Wieso reichten die Erfahrungen aus anderen Atomkraftwerken und die Veränderungen in Brunsbüttel nicht aus, die Wasserstoffexplosionen in Brunsbüttel von 1999 und 2001 zu verhindern? Waren aus Sicht der Bundesregierung die Atomkraftwerke Biblis A und Biblis B vor dem Zeitpunkt ihrer Stilllegung wegen fehlerhafter Dübel sicher – auch hinsichtlich der Möglichkeit von Erdbeben sowie von Terrorangriffe etwa durch große Flugzeuge (sogenannte EVA-Ereignisse – Einwirkung von außen)? Bei welchen Atomkraftwerken wurde bis jetzt keine vollständige Überprüfung der sicherheitsrelevanten Dübel durchgeführt? Bis wann sollen alle sicherheitsrelevanten Dübel in sämtlichen Atomkraftwerken überprüft worden sein? Gibt oder gab es im Atomkraftwerk Gundremmingen B Hinweise, dass undichte Brennelemente nicht entdeckt oder sogar verschwiegen wurden? Gibt es aus Sicht der Bundesregierung Unterschiede in der Sicherheit einzelner Atomkraftwerke in Deutschland oder sind aus Sicht der Bundesregierung alle Atomkraftwerke gleich „sicher“? Wurde die Vernebelung von Atomkraftwerken bereits getestet? Falls ja, bei welchen Atomkraftwerken und bei welchen Windstärken? Ist es vorgesehen, sämtliche Atomkraftwerke mit Nebelwerfern auszustatten? Kann die Bundesregierung bestätigen, dass in zwölf deutschen Atomkraftwerken ein erhöhtes Risiko für gefährliche Brände im Reaktorgebäude innerhalb des Containments (Sicherheitsbehälter) besteht, weil sich dort ungünstigerweise große Ölbehälter befinden um die Hauptkühlmittelpumpen zu schmieren, die den Primärkreislauf der Atomkraftwerke umwälzten? Für welchen Zeitraum nach Inbetriebnahme der Atomkraftwerke stehen die „Voreil-Proben“ zur Überprüfung der Versprödung der Reaktordruckbehälterwände zur Verfügung? Beabsichtigt die Bundesregierung in allen Atomkraftwerken Videoüberwachungen für die Leitstände einzuführen? Wie viele der 17 in Deutschland betriebenen Atomkraftwerke waren am Abend des 28.;24.08.2007
23 Geschäftsbereich des Bundesministeriums für Wirtschaft und Technologie Fell, Hans-Josef (BÜNDNIS 90/DIE GRÜNEN) Höhe der Rückstellungen für Atomkraftwerke und atomare Abfälle sowie Höhe der jährlichen zusätzlichen Steuereinnahmen bei einer vollen Besteuerung dieser Rückstellungen . Abgeordneter Hans-Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Wie hoch sind derzeit in Deutschland die Rückstellungen für Atomkraftwerke und atomare Abfälle, und wie hoch wären die jährlichen zusätzlichen Steuereinnahmen bei einer vollen Besteuerung dieser Rückstellungen?;07.09.2007
"2007 Antrag der Abgeordneten Renate Künast, Bärbel Höhn, Hans-Josef Fell, Sylvia Kotting-Uhl und der Fraktion BÜNDNIS 90/DIE GRÜNEN Alte Atomkraftwerke jetzt vom Netz nehmen Der Bundestag wolle beschließen: I. Dies gilt insbesondere für ältere Atomkraftwerke ohne ausreichende Sicherung gegen Flugzeugabsturz. Die jüngsten Störfälle in den Atomkraftwerken Krümmel und Brunsbüttel haben erneut gezeigt, wie sehr die Unfallwahrscheinlichkeit mit dem Alter der AKWs steigt. Es hatte sich herausgestellt, dass die Atomkraftwerke durch den Einbau falscher Dübel nicht ausreichend für mögliche Erdbeben gesichert sind. Alte Atomkraftwerke müssen daher so schnell wie möglich vom Netz genommen werden. Atomkraft bietet kein wirksames Mittel im Kampf gegen den Klimawandel. Im Gegenteil führt das Festhalten an alten Atomkraftwerken nur dazu, dass dringend nötige Innovationen in neue Technologien und Erneuerbare Energien aufgeschoben werden. Das Maximum der Uranförderung wird bereits in wenigen Jahrzehnten überschritten sein, wenn nicht die Anzahl der Atomkraftwerke schnell erheblich sinkt. Der Deutsche Bundestag fordert die Bundesregierung auf, – darauf hinzuwirken, dass alte Atomkraftwerke so schnell wie möglich vom Netz genommen werden. Das gilt insbesondere für alle Anlagen, die nicht gegen den Aufprall von leichten Militärflugzeugen – geschweige denn von großen Passagierflugzeugen – ausgelegt sind; – einer Strommengenübertragung von neuen auf alte Atomkraftwerke nicht zu genehmigen; – bundesweit umgehend für sämtliche Atomkraftwerke die Durchführung der bereits im Ausstiegsgesetz vorgesehenen umfassenden und detaillierten Sicherheitsprüfungen anzuordnen.";10.09.2007
aufgewendete Energie zu erzeugen, differenziert nach den verschiedenen Verfahren der Energiegewinnung in Deutschland aus Atomkraft, Kohle, Wasser, Windkraft, Photovoltaik, Biomasse?;19.09.2007
40 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz und Reaktorsicherheit Fell, Hans-Josef (BÜNDNIS 90/DIE GRÜNEN) Höhe der jeweiligen elektrischen Nettowirkungsgrade in den deutschen Atomkraftwerken sowie Auswirkungen einer Laufzeitübertragung von älteren auf neuere Atomkraftwerke auf den Kohlendioxidausstoß sowie die Menge des anfallenden Atommülls . Abgeordneter Hans-Josef Fell (BÜNDNIS 90/ DIE GRÜNEN) Wie hoch sind die elektrischen Nettowirkungsgrade der einzelnen deutschen Atomkraftwerke, und wie würde sich eine Laufzeitübertragung von älteren auf neuere Atomkraftwerke auf den Kohlendioxidausstoß sowie die Menge des anfallenden Atommülls auswirken?;21.09.2007
"erheit zu unterstützen, die zum Beispiel durch Regionale Kooperationsansätze zu einer Diversifizierung der Energieimporte beiträgt; – sich dafür einzusetzen, dass im neuen EU-Partnerschafts- und Kooperationsabkommen mit Russland auch ein vertiefter Energiedialog für erneuerbare Energien einbezogen wird, wobei auch soziale und ökologische Konditionen der Öl- und Gasförderung zu diskutieren sind; – sich dafür einzusetzen, dass in die neue EU-Afrika-Strategie eine Energiepartnerschaft einbezogen wird, die das Thema „Energie für Entwicklung in Afrika“ in den Mittelpunkt stellt; – eine transeuropäische Strategie mit MENA-Staaten (Nordafrika, Naher Osten) zur Erzeugung von Strom aus erneuerbaren Energien und teilweisem Import nach Europa zu entwickeln und in Europa und den MENA-Staaten einzubringen; – den deutsch-brasilianischen Atomvertrag – wie auch andere Atomverträge – durch einen Erneuerbare-Energien-Vertrag zu ersetzen; – in der EU neue Impulse zu schaffen gegen Atomkraft, gegen EURATOM und die Gründung eines EU-Vertrages für erneuerbare Energien zu initieren, wobei auch der einseitige Austritt Deutschlands aus dem EURATOM-Vertrag erwogen werden muss; – eine internationale Initiative zu lancieren mit dem Ziel, Lücken im Atomwaffensperrvertrag zu schließen. Mit dem Erneuerbare-Energien-Gesetz, dem Ausstieg aus der Atomkraft, der ökologischen Steuerreform und mit dem Einstieg in das Europäische Emissionshandelssystem sei das Solarzeitalter eingeleitet worden.";18.10.2007
