filtered_text;sentiment;date
Die Aufnahme von Atomkraft in die EU-Taxonomie Am 2. Atomkraft soll dem delegierten Rechtsakt zu- folge dauerhaft als nachhaltige Energieform bezeichnet werden, wenn für den Atomabfall ein detaillierter Entsorgungsplan vorliegt, in dem bis 2050 funkti- onsfähige Endlager vorgesehen sind und außerdem ab 2025 sogenannte accident-tolerant nuclear fuels eingesetzt werden (vgl. Im Falle der Verabschiedung des delegierten Rechtsakts ist eine Klage von Ös- terreich und Luxemburg vor dem Europäischen Gerichtshof gegen die Einstu- fung der Atomkraft als nachhaltig zu erwarten, weil möglicherweise die Euro- päische Kommission hier ihre Kompetenzen zu übersteigen droht. Außerdem ist die Bewertung der Atomkraft im Sinne des „does no significant harm“-Prinzips rechtmäßig problematisch (vgl. Wie verhält sich die Bundesregierung zu der Einschätzung, dass die Auf- nahme von Atomkraft in die EU-Taxonomie dieses Nachhaltigkeit-Label schwächt und somit ökologische Investitionen verhindern wird (vgl. Wie verhält sich die Bundesregierung zu der Tatsache, dass ein Kriterium für die Einstufung von Atomkraft als nachhaltige Energieform die Benut- zung von sogenannten accident-tolerant nuclear fuels ist, welche sich aller- dings noch in der Entwicklungsphase befinden und auch bis 2025 nicht kommerziell erhältlich sein werden (vgl. Von wem wird die Gemeinsame Forschungsstelle (GFS)/Joint Research Centres (JRC), auf die die EU-Kommission sich bei ihrer Einschätzung über die Risiken von Atomkraft bezieht, finanziert, und welchen Einfluss haben Verbände und Vertreter der Atom-Interessengruppen auf die Gene- raldirektion dieser Forschungsstelle? Teilt die Bundesregierung die Auffassung der Friedrich-Ebert-Stiftung, dass hinter der geplanten Modernisierung der französischen Atomkraft- werke auch das Interesse, neue Finanzierungsmöglichkeiten für den Erhalt des französischen Nuklearwaffenprogramms zu erschließen, stecken könn- te (vgl.;negative;14.02.2022
"Julia Verlinden [BÜNDNIS 90/DIE GRÜNEN]: Die haben halt keine anderen Themen!) Auch der heutige Antrag der AfD-Fraktion basiert wie gewohnt auf grundlegenden Falschaussagen und in die Jahre gekommenen Mythen: Atomkraft sei unerlässlich, umweltfreundlich, billig und sicher. (Marianne Schieder [SPD]: Ja!) Wissenschaftler/-innen des Deutschen Instituts für Wirt- schaftsforschung haben erst kürzlich wieder in einer Studie betont, dass auch nach Abschaltung der letzten Atomkraftwerke die Stromversorgung in Deutschland gesichert ist. Für den Bau der Atomkraft- werke sind neben Stahl und Zement zudem auch Edel- metalle notwendig. Atomkraftwerke sind und waren auch in der Vergangenheit volkswirt- schaftsschädigend, da die wirklichen Kosten durch mas- sive politische Subventionen abgefedert wurden. – Man hat dann entschieden, sieben Atomkraftwerke sofort abzuschalten, nicht mehr ans Netz gehen zu lassen, Krümmel auch nicht. Aber es ist ohne Zweifel mög- lich, die restlichen Atomkraftwerke abzuschalten. Lobbyisten behaupten, Atomkraft sei sicher; nur alle 10 000 Betriebsjahre würde ein schwerer Unfall pas- sieren. Nun hat die AfD die echt blöde Idee, Atomkraftwerke, die für 40 Jahre geplant waren, 50 Jahre und länger laufen lassen zu wollen. (Beifall bei der LINKEN) Übrigens braucht das weniger Starkstromtrassen und erst recht keine Atomkraftwerke. (Beifall bei der LINKEN sowie bei Abge- ordneten der SPD) Also: Atomkraftwerke und Starkstromtrassen steigern die Gewinne der Energiekonzerne, – Vizepräsidentin Aydan Özoğuz: Kommen Sie bitte zum Schluss. Wir sehen in den internationalen Märkten, dass immer dann, wenn wir neue Atomkraftwerke, wie zum Beispiel Hinkley Point, bauen, die dort erzeugte Atomkraft extrem teuer wird und gegenüber erneuerbaren Energien immer abfällt – immer. Übrigens ist es auch so, dass kein Versicherungsunternehmen der Welt Atomkraftwerke versichert. Die Ge- schichte der deutschen Atomkraft soll nach dem Willen der AfD nicht enden. Der Anteil der Atomkraft am Primärenergieverbrauch ist gering. Atomkraft ist unglaublich teuer, vor allem, wenn man die Kosten für die Zwischen- und Endlagerung mit hineinrechnet. (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN und der FDP) Jeder Cent, der in Atomkraft investiert wird, fehlt beim Ausbau der erneuerbaren Energien. Im Wendland steht heute noch das Anti-Atomkraft-X in jedem zweiten Vorgarten. Die Atomkraft und die Frage der atomaren Endlagerung waren lange Zeit zentrale Konfliktfelder – im Wendland und im ganzen Land. Andreas Lenz (A) (B) (C) (D) (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN und der FDP) Der Beschluss zum Ausstieg aus der Atomkraft hat Kon- fliktlinien befriedet. Bis zu 1 900 Castoren mit hochradioaktiven Abfällen werden dort lagern; denn der Müll bleibt, auch dann, wenn wir über die zivile Nutzung der Atomkraft in Deutschland nur noch in den Geschichtsbüchern lesen können. Jeder Tag, den die Atomkraftwerke in Deutsch- land nach 2022 weiterlaufen werden, ist ein Tag zu viel. (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN) Liebe Kolleginnen und Kollegen, wir haben nur weni- ge Jahrzehnte Atomkraft genutzt.";negative;16.12.2021
Alle statistischen Be- rechnungen, die einem einige Leute vorhalten, dass das Ganze nicht gefährlich sei, sind in dem Augenblick obso- let, wenn doch einmal etwas bei einem Atomkraftwerk passiert und man in der Nähe wohnt. Weil das eine solche Gefahr ist, hat sich Deutschland entschieden, aus der Nutzung der Atomkraft auszusteigen, und das ist richtig. Deshalb ist unsere Aufgabe so zu beschreiben: Wir müssen dafür Sorge tragen, dass wir bei der Stromerzeu- gung Ersatz schaffen für die Atomkraftwerke und die Kohlekraftwerke sowie für den zusätzlichen Bedarf, den wir haben. Das wird übrigens nichts daran ändern: Beim Klimaschutz wird am Ende niemand auf Atomkraft setzen, weil das zu teuer ist. Das hat damit zu tun, dass die Kilowattstunde Strom aus erneuerbaren Energien für 2 bis 3 Cent produziert werden kann, wäh- rend sie aus Atomkraft für 20 bis 30 Cent produziert werden kann. Die Atomkraft ist eine Hochrisikotechnologie. Wenn der EU-Binnen- marktkommissar ankündigt, dass 550 Milliarden Euro für die Atomkraft in Europa bei gleichzeitig sinkendem Anteil an der Stromerzeugung notwendig sein werden, Deutscher Bundestag – 20. Aber sie zeigt auf einen Blick, dass keine Versicherung der Welt heute die Risiken in die Bücher nehmen wollte, die durch Atomkraftwerke entstehen. – Ähnlich verhält es sich mit der Atomkraft: Wenn zum 31. Dezember dieses Jahres das letzte deutsche Atomkraftwerk abgeschaltet wird, dann bleiben insgesamt rund 1 900 Behälter mit hochradioakti- vem Müll zurück.;negative;12.01.2022
– Drucksache 20/852 – Die Aufnahme von Atomkraft in die EU-Taxonomie Vorbemerkung der Fragesteller Am 2. Atomkraft soll dem delegierten Rechtsakt zufolge dauerhaft als nachhaltige Energieform bezeichnet werden, wenn für den Atomabfall ein detaillierter Entsorgungsplan vorliegt, in dem bis 2050 funktionsfähige Endlager vorgesehen sind und au- ßerdem ab 2025 sogenannte accident-tolerant nuclear fuels eingesetzt werden (vgl. Im Falle der Verabschiedung des delegierten Rechtsakts ist eine Klage von Österreich und Luxemburg vor dem Europäischen Gerichtshof gegen die Ein- stufung der Atomkraft als nachhaltig zu erwarten, weil möglicherweise die Europäische Kommission hier ihre Kompetenzen zu übersteigen droht. Außerdem ist die Bewertung der Atomkraft im Sinne des „does no significant harm“-Prinzips rechtmäßig problematisch (vgl. Wie verhält sich die Bundesregierung zu der Einschätzung, dass die Auf- nahme von Atomkraft in die EU-Taxonomie dieses Nachhaltigkeit-Label schwächt und somit ökologische Investitionen verhindern wird (vgl. Wie verhält sich die Bundesregierung zu der Tatsache, dass ein Kriterium für die Einstufung von Atomkraft als nachhaltige Energieform die Benut- zung von sogenannten accident-tolerant nuclear fuels ist, welche sich al- lerdings noch in der Entwicklungsphase befinden und auch bis 2025 nicht kommerziell erhältlich sein werden (vgl. Von wem wird die Gemeinsame Forschungsstelle (GFS)/Joint Research Centres (JRC), auf die die EU-Kommission sich bei ihrer Einschätzung über die Risiken von Atomkraft bezieht, finanziert, und welchen Einfluss haben Verbände und Vertreter der Atom-Interessengruppen auf die Gene- raldirektion dieser Forschungsstelle? Teilt die Bundesregierung die Auffassung der Friedrich-Ebert-Stiftung, dass hinter der geplanten Modernisierung der französischen Atomkraft- werke auch das Interesse, neue Finanzierungsmöglichkeiten für den Er- halt des französischen Nuklearwaffenprogramms zu erschließen, stecken könnte (vgl. Hat die Bundesregierung gegenüber der französischen Regierung thema- tisiert, dass Frankreich trotz der berichteten Sicherheitsmängel in den Atomkraftwerken weiterhin an der Atomtechnologie festhält, und wenn ja, mit welchem Ergebnis (vgl.;negative;15.03.2022
Abgeordneter Stefan Müller (Erlangen) (CDU/CSU) Auf welchen Berechnungen und Annahmen ba- sieren die Aussagen, dass die in Reserve gehalte- nen Steinkohlekraftwerke sowie die Verlängerung der Sicherheitsbereitschaft für Braunkohlekraft- werke ausreichen, um eine Gasmangellage in Deutschland zu bewältigen („Prüfung des Weiter- betriebs von Atomkraftwerken aufgrund des Ukraine-Kriegs“, S. Abgeordneter Stefan Müller (Erlangen) (CDU/CSU) Spiegelt das Ergebnis der „Prüfung des Wieterbe- triebs von Atomkraftwerken aufgrund des Ukrai- ne-Kriegs“ durch das Bundesministerium für Wirtschaft und Klimaschutz und das Bundesmi- nisterium für Umwelt, Naturschutz, nukleare Si- cherheit und Verbraucherschutz vom 8. März 2022 zur „Prüfung des Weiterbetriebs von Atomkraftwerken aufgrund des Ukraine-Kriegs“ (siehe www.bmuv.de/pressemitteilung/bundesumweltministerium-und-b undeswirtschaftsministerium-legen-pruefung-zur-debatte-um-laufzeiten- von-atomkraftwerken-vor) ist das Ergebnis einer gemeinsamen Prüfung durch die innerhalb der Bundesregierung fachlich zuständigen Bundes- ministerien für Umwelt, Naturschutz, nukleare Sicherheit und Verbrau- cherschutz sowie für Wirtschaft und Klimaschutz. Abgeordneter Stefan Müller (Erlangen) (CDU/CSU) Von welchen Sachverständigen, Instituten, Unter- nehmen und Verbänden haben das Bundesminis- terium für Wirtschaft und Klimaschutz und das Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz zur Vorbereitung und Erstellung des Vermerks zur „Prüfung des Weiterbetriebs von Atomkraftwer- ken aufgrund des Ukraine-Kriegs“ schriftlich oder mündlich Stellungnahmen und Expertisen einge- holt (bitte die einzelnen Sachverständigen, Institu- te, Unternehmen und Verbände angeben)? März 2022 zur „Prüfung des Weiterbetriebs von Atomkraftwerken aufgrund des Ukraine-Kriegs“ (siehe www.bmuv.de/pressemitteilung/bundesumweltministerium-und-b undeswirtschaftsministerium-legen-pruefung-zur-debatte-um-laufzeiten- von-atomkraftwerken-vor) wurde auf der Grundlage vorliegender Unter- lagen und Erkenntnisse sowie von Gesprächen mit den Betreibern der Atomkraftwerke erstellt. März 2022 Der sicherheitstechnische Rahmen für den Kraftwerksbetrieb und die Kraftwerksprüfungen ist in der Betriebsdokumentation von Atomkraft- werken anlagenspezifisch festgelegt. Die nukleare Sicherheit in Deutschland stellt höchste Anforderungen an den Betrieb von Atomkraftwerken. Alle sicherheitstechnisch gebotenen Nachrüstungsmaßnahmen für den Betrieb der Atomkraftwerke wurden getroffen. Atomkraftwerke müssen auch gegen Ende ihrer Betriebszeit diesen höchsten Anforderungen gerecht werden. Im Rahmen des atomrechtlichen Aufsichtsverfahrens durch die zuständi- gen Landesbehörden wird die Bewertung der Sicherheit von Atomkraft- werken fortlaufend überprüft. Aus Sicht des Bundesministeriums für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz ausgesprochene Empfehlungen zur Verbesserung der nuklearen Sicherheit von Atomkraftwerken basieren in der Regel auf Empfehlungen der Gesellschaft für Anlagen- und Reaktor- sicherheit oder der Reaktor-Sicherheitskommission. Oberstes Ziel des Bundesministeriums für Umwelt, Naturschutz, nukle- are Sicherheit und Verbraucherschutz ist die Aufrechterhaltung der höchstmöglichen nuklearen Sicherheit von Atomkraftwerken. Klaus Wiener (CDU/CSU) Wieso schließen das Bundesministerium für Um- welt, Naturschutz, nukleare Sicherheit und Ver- braucherschutz und das Bundesministerium für Wirtschaft und Klimaschutz in ihrer „Prüfung des Weiterbetriebs von Atomkraftwerken aufgrund des Ukraine-Kriegs“ eine erneute Berechtigung zum Leistungsbetrieb der drei zum 31. März 2022 Das Bundesministerium für Wirtschaft und Klimaschutz und das Bun- desministerium für Umwelt, Naturschutz, nukleare Sicherheit und Ver- braucherschutz haben geprüft, ob und inwiefern eine Verlängerung der Laufzeiten von Atomkraftwerken zur Energiesicherheit beitragen könnte. Die Prüfung hat ergeben, dass schon längere Laufzeiten der noch am Netz befindlichen Atomkraftwerke keinen sinnvollen Beitrag zur Ver- sorgungssicherheit leisten könnten. Hier spielen Atomkraftwerke aber keine Rolle.;neutral;14.03.2022
(Beifall bei der SPD) Nun noch ein letzter Punkt, weil die Atomkraft hier immer wieder genannt wurde: Ja, wir sind das Land, das gleichzeitig aus Kohle und aus Atom aussteigt. Ich wünsche mir, dass die Klimabewegung auch das Thema Atomkraft an vielen Stellen problematisiert.;negative;13.01.2022
So hat das Forum Nachhaltige Geldanlagen, ein deutscher Verband der Finanzbranche mit 220 Mitgliedern, der sich für nachhaltige Geldanlagen einsetzt, in einem Brief an die EU-Kommission gewarnt, dass die Kategorisierung von Atomkraft als nachhaltige Wirtschaftsaktivität die Umlenkung von Finanzströmen in Rich- tung Nachhaltigkeit behindert (https://www.forum-ng.org/fileadmin/News/Ope n_letter_Offener_Brief_Atomkraft_als_Ausschlusskriterium.pdf). Auch stelle Atomkraft eu- Deutscher Bundestag Drucksache 20/1255 20. Januar 2022: „Atomkraft ist nicht nachhaltig“) erwächst, erscheint nach Ansicht der fragestellenden Frakti- on angesichts der geringen Rentabilität der relativ teuren Atomkraftwerke, ein- schließlich der viel zitierten neuen Reaktormodelle, die es so und auf lange Zeit noch gar nicht gibt (vgl. Teilt die Bundesregierung die Auffassung des Forums Nachhaltige Geld- anlagen, dass die Kategorisierung von Atomkraft als nachhaltige Wirt- schaftsaktivität die Umlenkung von Finanzströmen in Richtung Nachhal- tigkeit behindert?;negative;18.03.2022
März 2022 eine „Prüfung des Weiterbetriebs von Atomkraftwerken aufgrund des Ukraine-Krieges“ veröffentlicht (https://www.bmwi.de/Redaktion/DE/Downloa ds/P-R/pruefvermerk-laufzeitverlaengerung-atomkraftwerke.pdf?blob=publicat ionFile&v=6).;neutral;31.03.2022
ag: Ausschuss für Ernährung und Landwirtschaft (f) Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Ver- braucherschutz Ausschuss für die Angelegenheiten der Europäischen Union ZP 4 Beratung des Antrags der Abgeordneten Joana Cotar, Barbara Lenk, Eugen Schmidt, weiterer Abgeordneter und der Fraktion der AfD Wachstumspotenziale in der Datenökonomie gestalten, Entwicklungshemmnisse beseitigen Drucksache 20/512 Überweisungsvorschlag: Wirtschaftsausschuss (f) Rechtsausschuss Ausschuss für Ernährung und Landwirtschaft Ausschuss für Arbeit und Soziales Verkehrsausschuss Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung Ausschuss für Tourismus Ausschuss für die Angelegenheiten der Europäischen Union Ausschuss für Klimaschutz und Energie Ausschuss für Digitales Haushaltsausschuss ZP 5 Beratung des Antrags der Abgeordneten Andrej Hunko, Alexander Ulrich, Ralph Lenkert, weite- rer Abgeordneter und der Fraktion DIE LINKE Europäisches Greenwashing verhindern, Ein- stufung von Atomkraft als nachhaltige Technologie stoppen Drucksache 20/402 Überweisungsvorschlag: Wirtschaftsausschuss (f) Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Ver- braucherschutz Von der Frist für den Beginn der Beratungen soll, so- weit erforderlich, abgewichen werden.;negative;26.01.2022
April 2022 Das Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) und das Bundesministerium für Wirt- schaft und Klimaschutz (BMWK) haben einen Prüfvermerk zur Debatte um die Laufzeiten von Atomkraftwerken vorgelegt (www.bmuv.de/filea dmin/Daten_BMU/Download_PDF/Nukleare_Sicherheit/laufzeitverlaen gerung_akw_bf.pdf). Beide Bundesministerien haben geprüft, ob und inwiefern eine Verlängerung der Laufzeiten von Atomkraftwerken an- gesichts des völkerrechtswidrigen Angriffskriegs Russlands auf die Ukraine und der aktuell hohen Importabhängigkeit von Russland zur Energiesicherheit beiträgt. Im Ergebnis einer Abwägung von Nutzen und Risiken ist eine Laufzeitverlängerung der drei noch bestehenden Atomkraftwerke auch angesichts der aktuellen Gaskrise nicht zu empfehlen.;negative;04.04.2022
Nina Scheer (SPD): Ich möchte noch betonen, dass Frankreich ein Label zur Finanzierung der Atomkraft geschaffen hat, Vizepräsidentin Katrin Göring-Eckardt: Frau Kollegin! (Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN]: Sind Sie für Atomkraft?) Dies sind – und das ist in den Aufgaben ganz eindeutig definiert, Frau Dr.;neutral;27.01.2022
Abgeordneter Norbert Kleinwächter (AfD) Aus welchem Grund wurde der Satz „[…] dabei schließen wir Atomkraft weiterhin aus“ (Seite 2 der vorläufigen Fassung des Maßnahmenpakets des Bundes zum Umgang mit den hohen Energie- kosten: www.handelsblatt.com/downloads/28191 158/4/massnahmenpaket.pdf [zuletzt abgerufen am 24.;positive;11.04.2022
Wesentlicher Inhalt der Vorlage Die Fraktion der AfD erklärt in ihrem Antrag, der Weiterbetrieb von Atomkraftwerken sei erforderlich. Wahlperiode deutsches Atomkraftwerk liefere so viel Energie wie 5 Prozent des aus Russland importierten Gases oder 16 Pro- zent der aus Russland importierten Kohle. Die Bundesregierung als Adressatin des Antrags zur Atomkraft führte aus, sie stehe in einem regelmäßigen Kontakt mit den Kraftwerksbetreibern. Ein Absenkungsbetrieb bei den Atomkraftwerken über die Sommermonate sei möglich, müsse dann aber anderweitig kompensiert werden. Kurzfristig helfe der gestreckte Betrieb der Atomkraftwerke nicht wirklich über den Winter. Mittel- oder langfristige Per- spektiven, hierzu müssten neue Brennelemente beschafft werden, bestünden insofern, dass man dadurch etwa fünf Prozent der deutschen Stromversorgung durch den Weiterbetrieb der verbliebenen drei Atomkraftwerke sichern könne. Eine andere Frage sei die nach der Sicherheit der Atomkraftwerke. Somit stelle sich die Frage, ob das Land in einer solch unsicheren Situation, die es vorher Jahrzehnte nicht gegeben habe, wieder auf Atomkraft setzen solle.;positive;19.04.2022
